id	ledger_id	kind	url	title	version_note	retrieved	digest	note
S0875	file-upload/10	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/file-upload/README.md	HackTricks -- File Upload	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:f6b452113ed4fd5db9c203efb54dc5e83c7a119bbc99c71d33881c69e0adff80	
S0876	file-upload/10	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/10-Business_Logic_Testing/08-Test_Upload_of_Unexpected_File_Types.md	OWASP WSTG-BUSL-08, Test Upload of Unexpected File Types	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:5d602782de05523779aafe87a1626abc8326490d2f072eab1dc441d5f3ad87a4	
S0877	file-upload/10	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/10-Business_Logic_Testing/09-Test_Upload_of_Malicious_Files.md	OWASP WSTG-BUSL-09, Test Upload of Malicious Files	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:a131b1ac0f1a04f45269c69c4134bc22b33813aeaf8ca2781c6fc1834b3d304e	
S0878	file-upload/10	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0879	file-upload/11	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/File Upload 2802c37daa29803cb18cdd46323c99d7.md	File Upload 2802c37daa29803cb18cdd46323c99d7.md		2026-08-28	sha256:06cc034f3a9d27f4e2197142cf7c580a8508c121eb00b92018e3092163e017e6	
S0880	file-upload/11	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/10-Business_Logic_Testing/08-Test_Upload_of_Unexpected_File_Types.md	OWASP WSTG-BUSL-08, Test Upload of Unexpected File Types	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:5d602782de05523779aafe87a1626abc8326490d2f072eab1dc441d5f3ad87a4	
S0881	file-upload/11	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/10-Business_Logic_Testing/09-Test_Upload_of_Malicious_Files.md	OWASP WSTG-BUSL-09, Test Upload of Malicious Files	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:a131b1ac0f1a04f45269c69c4134bc22b33813aeaf8ca2781c6fc1834b3d304e	
S0882	file-upload/11	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0883	file-upload/12	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/File Upload 2802c37daa29803cb18cdd46323c99d7.md	File Upload 2802c37daa29803cb18cdd46323c99d7.md		2026-08-28	sha256:06cc034f3a9d27f4e2197142cf7c580a8508c121eb00b92018e3092163e017e6	
S0884	file-upload/12	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/Shells 2842c37daa2980d4b8bbdfe8dd044f20.md	Shells 2842c37daa2980d4b8bbdfe8dd044f20.md		2026-08-28	sha256:7805da4bc1821aa2f762941fbd72e5e7002e0e5d5110e97f479c365b30d40c4b	
S0885	file-upload/12	local	~/Downloads/Personal-Knowledge-Base/3. Completed/Shells and payloads/Web Shells/3_PHP_Web_Shells_INFO.md	3_PHP_Web_Shells_INFO.md		2026-08-28	sha256:292b011ca49ff2f4738d5fa2c1f9d350bd14fa0648e9b2f1029fffceadc6c544	
S0886	file-upload/12	local	~/Downloads/Personal-Knowledge-Base/3. Completed/File Upload Attacks/Bypassing Filters/4_Type_Filters.md	4_Type_Filters.md		2026-08-28	sha256:124de95b4f638454542f6dabf2bfa3fae7f6bec4fb29647fea260f67d0fb2289	
S0887	file-upload/12	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/10-Business_Logic_Testing/08-Test_Upload_of_Unexpected_File_Types.md	OWASP WSTG-BUSL-08, Test Upload of Unexpected File Types	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:5d602782de05523779aafe87a1626abc8326490d2f072eab1dc441d5f3ad87a4	
S0888	file-upload/12	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/10-Business_Logic_Testing/09-Test_Upload_of_Malicious_Files.md	OWASP WSTG-BUSL-09, Test Upload of Malicious Files	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:a131b1ac0f1a04f45269c69c4134bc22b33813aeaf8ca2781c6fc1834b3d304e	
S0889	file-upload/12	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0890	file-upload/13	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/SQLi/PostgreSQL-Specific Techniques/Reading and Writing Files 2862c37daa2980aa8d31d8296b5a6f1b.md	Reading and Writing Files 2862c37daa2980aa8d31d8296b5a6f1b.md		2026-08-28	sha256:d5b2b2df50919e224d28fab1838d205f2e1b0573be8d17395418c6ea04fab35a	
S0891	file-upload/13	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/10-Business_Logic_Testing/08-Test_Upload_of_Unexpected_File_Types.md	OWASP WSTG-BUSL-08, Test Upload of Unexpected File Types	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:5d602782de05523779aafe87a1626abc8326490d2f072eab1dc441d5f3ad87a4	
S0892	file-upload/13	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/10-Business_Logic_Testing/09-Test_Upload_of_Malicious_Files.md	OWASP WSTG-BUSL-09, Test Upload of Malicious Files	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:a131b1ac0f1a04f45269c69c4134bc22b33813aeaf8ca2781c6fc1834b3d304e	
S0893	file-upload/13	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0894	jwt-jose/01	local	~/Downloads/Personal-Knowledge-Base/Web checklist/JWT.md	JWT.md		2026-08-28	sha256:a750cdf4de0e383d9c2ec54e99987c367ec3e2e951d4a53eba2521895b1e27d3	
S0895	jwt-jose/01	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0896	jwt-jose/01	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0897	jwt-jose/02	local	~/Downloads/Personal-Knowledge-Base/Web checklist/JWT.md	JWT.md		2026-08-28	sha256:a750cdf4de0e383d9c2ec54e99987c367ec3e2e951d4a53eba2521895b1e27d3	
S0898	jwt-jose/02	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/hacking-jwt-json-web-tokens.md	HackTricks -- Hacking JWT / JSON Web Tokens (replay and lifetime arm)	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:54811c74830a36d20c287e5183423b1f93ce346270e24afe2471723e67cbe3e2	
S0899	jwt-jose/02	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0900	jwt-jose/02	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0901	jwt-jose/03	local	~/Downloads/Personal-Knowledge-Base/Web checklist/JWT.md	JWT.md		2026-08-28	sha256:a750cdf4de0e383d9c2ec54e99987c367ec3e2e951d4a53eba2521895b1e27d3	
S0902	jwt-jose/03	local	~/Downloads/Personal-Knowledge-Base/3. Completed/JWT/JWT.md	JWT.md		2026-08-28	sha256:2620474993e1630bcf1ebfd566fb6d2c53258377decda54f448c66e827f1c521	
S0903	jwt-jose/03	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/JWT f85c32b3ca63445c9820a2a784616813.md	JWT f85c32b3ca63445c9820a2a784616813.md		2026-08-28	sha256:c5f6e36adb4663969ccf166cd6713670eda98a31eb0facfd888cfac7769cda6b	
S0904	jwt-jose/03	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/hacking-jwt-json-web-tokens.md	HackTricks -- Hacking JWT / JSON Web Tokens	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:54811c74830a36d20c287e5183423b1f93ce346270e24afe2471723e67cbe3e2	
S0905	jwt-jose/03	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0906	jwt-jose/03	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0907	jwt-jose/04	local	~/Downloads/Personal-Knowledge-Base/Web checklist/JWT.md	JWT.md		2026-08-28	sha256:a750cdf4de0e383d9c2ec54e99987c367ec3e2e951d4a53eba2521895b1e27d3	
S0908	jwt-jose/04	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/JWT f85c32b3ca63445c9820a2a784616813.md	JWT f85c32b3ca63445c9820a2a784616813.md		2026-08-28	sha256:c5f6e36adb4663969ccf166cd6713670eda98a31eb0facfd888cfac7769cda6b	
S0909	jwt-jose/04	local	~/Downloads/Personal-Knowledge-Base/3. Completed/JWT/JWT.md	JWT.md		2026-08-28	sha256:2620474993e1630bcf1ebfd566fb6d2c53258377decda54f448c66e827f1c521	
S0910	jwt-jose/04	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/hacking-jwt-json-web-tokens.md	HackTricks -- Hacking JWT / JSON Web Tokens	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:54811c74830a36d20c287e5183423b1f93ce346270e24afe2471723e67cbe3e2	
S0911	jwt-jose/04	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0912	jwt-jose/04	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0913	jwt-jose/05	local	~/Downloads/Personal-Knowledge-Base/Web checklist/JWT.md	JWT.md		2026-08-28	sha256:a750cdf4de0e383d9c2ec54e99987c367ec3e2e951d4a53eba2521895b1e27d3	
S0914	jwt-jose/05	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0915	jwt-jose/05	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0916	jwt-jose/06	local	~/Downloads/Personal-Knowledge-Base/Web checklist/JWT.md	JWT.md		2026-08-28	sha256:a750cdf4de0e383d9c2ec54e99987c367ec3e2e951d4a53eba2521895b1e27d3	
S0917	jwt-jose/06	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/JWT f85c32b3ca63445c9820a2a784616813.md	JWT f85c32b3ca63445c9820a2a784616813.md		2026-08-28	sha256:c5f6e36adb4663969ccf166cd6713670eda98a31eb0facfd888cfac7769cda6b	
S0918	jwt-jose/06	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0919	jwt-jose/06	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0920	jwt-jose/07	local	~/Downloads/Personal-Knowledge-Base/Web checklist/JWT.md	JWT.md		2026-08-28	sha256:a750cdf4de0e383d9c2ec54e99987c367ec3e2e951d4a53eba2521895b1e27d3	
S0921	jwt-jose/07	local	~/Downloads/Personal-Knowledge-Base/3. Completed/JWT/JWT.md	JWT.md		2026-08-28	sha256:2620474993e1630bcf1ebfd566fb6d2c53258377decda54f448c66e827f1c521	
S0922	jwt-jose/07	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0923	jwt-jose/07	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0924	jwt-jose/08	local	~/Downloads/Personal-Knowledge-Base/Web checklist/JWT.md	JWT.md		2026-08-28	sha256:a750cdf4de0e383d9c2ec54e99987c367ec3e2e951d4a53eba2521895b1e27d3	
S0925	jwt-jose/08	local	~/Downloads/Personal-Knowledge-Base/3. Completed/JWT/JWT.md	JWT.md		2026-08-28	sha256:2620474993e1630bcf1ebfd566fb6d2c53258377decda54f448c66e827f1c521	
S0926	jwt-jose/08	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/hacking-jwt-json-web-tokens.md	HackTricks -- Hacking JWT / JSON Web Tokens	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:54811c74830a36d20c287e5183423b1f93ce346270e24afe2471723e67cbe3e2	
S0927	jwt-jose/08	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0928	jwt-jose/08	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0929	jwt-jose/09	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/Deserialization Attacks/Defending against Deserialization Attacks 27e2c37daa2980109113dc0db3e6afd2.md	Defending against Deserialization Attacks 27e2c37daa2980109113dc0db3e6afd2.md		2026-08-28	sha256:0c0ca82a6a2c2941bdff8f7f99dee4b8f02619b980fcfaa48866cf6cc623bd28	
S0930	jwt-jose/09	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0931	jwt-jose/09	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0932	jwt-jose/10	local	~/Downloads/Personal-Knowledge-Base/Web checklist/Authentication & oAuth.md	Authentication & oAuth.md		2026-08-28	sha256:76d13c45cf54cbe8365c52bd2a77de926d71fe96d214260fa61aa5ee47521a7b	
S0933	jwt-jose/10	local	~/Downloads/Pentest Docs/Web attacks/Web Attacks/oAuth2 9e99007d9b574189b69d8d28a3001b2c.md	oAuth2 9e99007d9b574189b69d8d28a3001b2c.md		2026-08-28	sha256:938f9e35e8c687467d81a6ba342c2ed64e1b86f30da8ad0b35d94f1de6a109aa	
S0934	jwt-jose/10	local	~/Downloads/Personal-Knowledge-Base/3. Completed/oAuth/oAuth.md	oAuth.md		2026-08-28	sha256:8bb614a3f9a76d4064abaca5129aaee19367bfe5ae7e067222e0037821bb826b	
S0935	jwt-jose/10	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0936	jwt-jose/10	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0937	jwt-jose/11	local	~/Downloads/Personal-Knowledge-Base/3. Completed/JWT/JWT.md	JWT.md		2026-08-28	sha256:2620474993e1630bcf1ebfd566fb6d2c53258377decda54f448c66e827f1c521	
S0938	jwt-jose/11	local	~/Downloads/Personal-Knowledge-Base/Web checklist/JWT.md	JWT.md		2026-08-28	sha256:a750cdf4de0e383d9c2ec54e99987c367ec3e2e951d4a53eba2521895b1e27d3	
S0939	jwt-jose/11	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/hacking-jwt-json-web-tokens.md	HackTricks -- Hacking JWT / JSON Web Tokens (ticarpi jwt_tool methodology; TrustedSec, Keys to JWT Assessments)	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:54811c74830a36d20c287e5183423b1f93ce346270e24afe2471723e67cbe3e2	
S0940	jwt-jose/11	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/06-Session_Management_Testing/10-Testing_JSON_Web_Tokens.md	OWASP WSTG-SESS-10, Testing JSON Web Tokens	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:0290f30a9b04b813679d97a06b95f3a4d8140d9e3d194f15767e94e9e4453415	
S0941	jwt-jose/11	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0942	nosql-injection/01	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/nosql-injection.md	HackTricks -- NoSQL injection	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:c10d985d1e828f7005f5b8151941d388c338705df5e3f50bf3f9b2678f59f96f	
S0943	nosql-injection/01	external	https://www.elttam.com/blog/leaking-more-than-you-joined-for/	elttam -- Leaking more than you joined for (Alex Brown)	2025-12-18	2026-08-28	sha256:1478f91d2edd321c6a43ab50bf2b533abaad015a47b71b16d9003a0d0b1ac2b1	
S0944	nosql-injection/01	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/07-Input_Validation_Testing/05.6-Testing_for_NoSQL_Injection.md	OWASP WSTG-INPV-05, Testing for SQL Injection -- sub-page 05.6 Testing for NoSQL Injection (the sub-page carries no id of its own; WSTG-INPV-05 is the scenario it hangs under)	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:352a50cfe0701f00e922e09f1d7b871836905f2c8e203cfecaebc5a76b66fe66	
S0945	nosql-injection/01	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0946	nosql-injection/02	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/nosql-injection.md	HackTricks -- NoSQL injection (password operator login arm)	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:c10d985d1e828f7005f5b8151941d388c338705df5e3f50bf3f9b2678f59f96f	
S0947	nosql-injection/02	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/07-Input_Validation_Testing/05.6-Testing_for_NoSQL_Injection.md	OWASP WSTG-INPV-05, Testing for SQL Injection -- sub-page 05.6 Testing for NoSQL Injection (the sub-page carries no id of its own; WSTG-INPV-05 is the scenario it hangs under)	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:352a50cfe0701f00e922e09f1d7b871836905f2c8e203cfecaebc5a76b66fe66	
S0948	nosql-injection/02	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0949	nosql-injection/03	external	https://www.elttam.com/blog/leaking-more-than-you-joined-for	elttam -- Leaking more than you joined for (Alex Brown)	2025-12-18	2026-08-28	sha256:1478f91d2edd321c6a43ab50bf2b533abaad015a47b71b16d9003a0d0b1ac2b1	
S0950	nosql-injection/03	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/nosql-injection.md	HackTricks -- NoSQL injection (bracket syntax arm)	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:c10d985d1e828f7005f5b8151941d388c338705df5e3f50bf3f9b2678f59f96f	
S0951	nosql-injection/03	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/07-Input_Validation_Testing/05.6-Testing_for_NoSQL_Injection.md	OWASP WSTG-INPV-05, Testing for SQL Injection -- sub-page 05.6 Testing for NoSQL Injection (the sub-page carries no id of its own; WSTG-INPV-05 is the scenario it hangs under)	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:352a50cfe0701f00e922e09f1d7b871836905f2c8e203cfecaebc5a76b66fe66	
S0952	nosql-injection/03	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
S0953	nosql-injection/04	external	https://raw.githubusercontent.com/HackTricks-wiki/hacktricks/master/src/pentesting-web/nosql-injection.md	HackTricks -- NoSQL injection (regex ladder)	HackTricks master branch, mined 2026-08-28	2026-08-28	sha256:c10d985d1e828f7005f5b8151941d388c338705df5e3f50bf3f9b2678f59f96f	
S0954	nosql-injection/04	external	https://raw.githubusercontent.com/OWASP/wstg/master/document/4-Web_Application_Security_Testing/07-Input_Validation_Testing/05.6-Testing_for_NoSQL_Injection.md	OWASP WSTG-INPV-05, Testing for SQL Injection -- sub-page 05.6 Testing for NoSQL Injection (the sub-page carries no id of its own; WSTG-INPV-05 is the scenario it hangs under)	WSTG master branch, fetched 2026-08-28; latest release tag v4.2	2026-08-28	sha256:352a50cfe0701f00e922e09f1d7b871836905f2c8e203cfecaebc5a76b66fe66	
S0955	nosql-injection/04	external	https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-115.pdf	NIST SP 800-115, Technical Guide to Information Security Testing and Assessment -- Appendix B section 3.2, the six-part halt shape every stop_conditions string in this file reuses	September 2008 (final)	2026-08-28	sha256:58e5ed41e5c8ca34ce14fd80b70f118f2c6d613d1647bc307edca30bcc45f063	
